PlayerId,DisplayName,GameIndex,Date,MatchId,Map,Server,Team,Teammates,Opponents,Winner,Before,Delta,After
566457339192803328,KIMBEEZY,1,2026-04-24T16:33:23.258Z,QM5C2K,ostargh,TFC East US Server,Blue,"dullrazor, rufi0, Death","KuKu Bird, Moreno, RedAlert, the Paper",RED,1441,-17,1424
126107614240178176,Carbon,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Blue,"SLICK, KuKu Bird, KingOfPests","Death, Moreno, the Paper, dullrazor",BLUE,1456,45,1501
562854514860752897,SLICK,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Blue,"Carbon, KuKu Bird, KingOfPests","Death, Moreno, the Paper, dullrazor",BLUE,1865,45,1910
705975829410217996,KuKu Bird,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Blue,"Carbon, SLICK, KingOfPests","Death, Moreno, the Paper, dullrazor",BLUE,1185,45,1230
929631116044955648,KingOfPests,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Blue,"Carbon, SLICK, KuKu Bird","Death, Moreno, the Paper, dullrazor",BLUE,1456,45,1501
241378469454413834,Death,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Red,"Moreno, the Paper, dullrazor","Carbon, SLICK, KuKu Bird, KingOfPests",BLUE,2185,-15,2170
1291623909950754817,Moreno,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Red,"Death, the Paper, dullrazor","Carbon, SLICK, KuKu Bird, KingOfPests",BLUE,1915,-15,1900
193225438355652608,the Paper,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Red,"Death, Moreno, dullrazor","Carbon, SLICK, KuKu Bird, KingOfPests",BLUE,1185,-15,1170
737481545216163891,dullrazor,1,2025-09-23T03:45:41.000Z,QVXAQJ,copper,TFC East US Server,Red,"Death, Moreno, the Paper","Carbon, SLICK, KuKu Bird, KingOfPests",BLUE,600,-15,585
126107614240178176,Carbon,2,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Blue,"killu, KingOfPests, omeN","the Paper, Moreno, dullrazor, rufi0",BLUE,1501,15,1516
742572718095859793,killu,1,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Blue,"Carbon, KingOfPests, omeN","the Paper, Moreno, dullrazor, rufi0",BLUE,1300,15,1315
929631116044955648,KingOfPests,2,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Blue,"Carbon, killu, omeN","the Paper, Moreno, dullrazor, rufi0",BLUE,1501,15,1516
404362334988140554,omeN,1,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Blue,"Carbon, killu, KingOfPests","the Paper, Moreno, dullrazor, rufi0",BLUE,1441,15,1456
193225438355652608,the Paper,2,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Red,"Moreno, dullrazor, rufi0","Carbon, killu, KingOfPests, omeN",BLUE,1170,-15,1155
1291623909950754817,Moreno,2,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Red,"the Paper, dullrazor, rufi0","Carbon, killu, KingOfPests, omeN",BLUE,1900,-15,1885
737481545216163891,dullrazor,2,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Red,"the Paper, Moreno, rufi0","Carbon, killu, KingOfPests, omeN",BLUE,585,-15,570
468578577537826831,rufi0,1,2025-09-25T02:21:12.000Z,LLZY65,torch2,TFC East US Server,Red,"the Paper, Moreno, dullrazor","Carbon, killu, KingOfPests, omeN",BLUE,2000,-15,1985
562854514860752897,SLICK,2,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Blue,"rufi0, the Paper, KuKu Bird","Moreno, omeN, Carbon, KingOfPests",RED,1910,-15,1895
468578577537826831,rufi0,2,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Blue,"SLICK, the Paper, KuKu Bird","Moreno, omeN, Carbon, KingOfPests",RED,1985,-15,1970
193225438355652608,the Paper,3,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Blue,"SLICK, rufi0, KuKu Bird","Moreno, omeN, Carbon, KingOfPests",RED,1155,-15,1140
705975829410217996,KuKu Bird,2,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Blue,"SLICK, rufi0, the Paper","Moreno, omeN, Carbon, KingOfPests",RED,1230,-15,1215
1291623909950754817,Moreno,3,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Red,"omeN, Carbon, KingOfPests","SLICK, rufi0, the Paper, KuKu Bird",RED,1885,15,1900
404362334988140554,omeN,2,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Red,"Moreno, Carbon, KingOfPests","SLICK, rufi0, the Paper, KuKu Bird",RED,1456,15,1471
126107614240178176,Carbon,3,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Red,"Moreno, omeN, KingOfPests","SLICK, rufi0, the Paper, KuKu Bird",RED,1516,15,1531
929631116044955648,KingOfPests,3,2025-09-25T03:04:27.000Z,CE4Q6H,cranked,TFC East US Server,Red,"Moreno, omeN, Carbon","SLICK, rufi0, the Paper, KuKu Bird",RED,1516,15,1531
404362334988140554,omeN,3,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Blue,"SLICK, Death, the Paper","rufi0, Moreno, Carbon, KuKu Bird",TIE,1471,-1,1470
562854514860752897,SLICK,3,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Blue,"omeN, Death, the Paper","rufi0, Moreno, Carbon, KuKu Bird",TIE,1895,-1,1894
241378469454413834,Death,2,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Blue,"omeN, SLICK, the Paper","rufi0, Moreno, Carbon, KuKu Bird",TIE,2170,-1,2169
193225438355652608,the Paper,4,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Blue,"omeN, SLICK, Death","rufi0, Moreno, Carbon, KuKu Bird",TIE,1140,-1,1139
468578577537826831,rufi0,3,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Red,"Moreno, Carbon, KuKu Bird","omeN, SLICK, Death, the Paper",TIE,1970,1,1971
1291623909950754817,Moreno,4,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Red,"rufi0, Carbon, KuKu Bird","omeN, SLICK, Death, the Paper",TIE,1900,1,1901
126107614240178176,Carbon,4,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Red,"rufi0, Moreno, KuKu Bird","omeN, SLICK, Death, the Paper",TIE,1531,1,1532
705975829410217996,KuKu Bird,3,2025-09-25T03:54:32.000Z,JN5KX5,blutopia_tfp,TFC East US Server,Red,"rufi0, Moreno, Carbon","omeN, SLICK, Death, the Paper",TIE,1215,1,1216
404362334988140554,omeN,4,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Blue,"Death, cigs, AuthenticNY","SLICK, Moreno, KingOfPests, KuKu Bird",BLUE,1470,16,1486
241378469454413834,Death,3,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Blue,"omeN, cigs, AuthenticNY","SLICK, Moreno, KingOfPests, KuKu Bird",BLUE,2169,16,2185
544041066966548510,cigs,1,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Blue,"omeN, Death, AuthenticNY","SLICK, Moreno, KingOfPests, KuKu Bird",BLUE,1441,16,1457
291754504158838784,AuthenticNY,1,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Blue,"omeN, Death, cigs","SLICK, Moreno, KingOfPests, KuKu Bird",BLUE,1441,16,1457
562854514860752897,SLICK,4,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Red,"Moreno, KingOfPests, KuKu Bird","omeN, Death, cigs, AuthenticNY",BLUE,1894,-16,1878
1291623909950754817,Moreno,5,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Red,"SLICK, KingOfPests, KuKu Bird","omeN, Death, cigs, AuthenticNY",BLUE,1901,-16,1885
929631116044955648,KingOfPests,4,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Red,"SLICK, Moreno, KuKu Bird","omeN, Death, cigs, AuthenticNY",BLUE,1531,-16,1515
705975829410217996,KuKu Bird,4,2025-09-26T03:18:47.000Z,YN2PBH,turbo_b10,TFC East US Server,Red,"SLICK, Moreno, KingOfPests","omeN, Death, cigs, AuthenticNY",BLUE,1216,-16,1200
737481545216163891,dullrazor,3,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Blue,"rufi0, Death, KIMBEEZY","KuKu Bird, Moreno, RedAlert, the Paper",RED,570,-17,553
468578577537826831,rufi0,4,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Blue,"dullrazor, Death, KIMBEEZY","KuKu Bird, Moreno, RedAlert, the Paper",RED,1971,-17,1954
241378469454413834,Death,4,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Blue,"dullrazor, rufi0, KIMBEEZY","KuKu Bird, Moreno, RedAlert, the Paper",RED,2185,-17,2168
705975829410217996,KuKu Bird,5,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Red,"Moreno, RedAlert, the Paper","dullrazor, rufi0, Death, KIMBEEZY",RED,1200,51,1251
1291623909950754817,Moreno,6,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Red,"KuKu Bird, RedAlert, the Paper","dullrazor, rufi0, Death, KIMBEEZY",RED,1885,51,1936
396870697915252746,RedAlert,1,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Red,"KuKu Bird, Moreno, the Paper","dullrazor, rufi0, Death, KIMBEEZY",RED,1441,51,1492
193225438355652608,the Paper,5,2025-09-27T03:15:47.000Z,QM5C2K,ostargh,TFC East US Server,Red,"KuKu Bird, Moreno, RedAlert","dullrazor, rufi0, Death, KIMBEEZY",RED,1139,51,1190
404362334988140554,omeN,5,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Blue,"SLICK, Death, dullrazor","Carbon, rufi0, KuKu Bird, RedAlert",RED,1486,-14,1472
562854514860752897,SLICK,5,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Blue,"omeN, Death, dullrazor","Carbon, rufi0, KuKu Bird, RedAlert",RED,1878,-14,1864
241378469454413834,Death,5,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Blue,"omeN, SLICK, dullrazor","Carbon, rufi0, KuKu Bird, RedAlert",RED,2168,-14,2154
737481545216163891,dullrazor,4,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Blue,"omeN, SLICK, Death","Carbon, rufi0, KuKu Bird, RedAlert",RED,553,-14,539
126107614240178176,Carbon,5,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Red,"rufi0, KuKu Bird, RedAlert","omeN, SLICK, Death, dullrazor",RED,1532,14,1546
468578577537826831,rufi0,5,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Red,"Carbon, KuKu Bird, RedAlert","omeN, SLICK, Death, dullrazor",RED,1954,14,1968
705975829410217996,KuKu Bird,6,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Red,"Carbon, rufi0, RedAlert","omeN, SLICK, Death, dullrazor",RED,1251,14,1265
396870697915252746,RedAlert,2,2025-09-27T04:09:05.000Z,AZ5YJE,stormz2_lg,TFC East US Server,Red,"Carbon, rufi0, KuKu Bird","omeN, SLICK, Death, dullrazor",RED,1492,14,1506
1291623909950754817,Moreno,7,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Blue,"Carbon, rufi0, KuKu Bird","SLICK, Death, dullrazor, craig",BLUE,1936,15,1951
126107614240178176,Carbon,6,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Blue,"Moreno, rufi0, KuKu Bird","SLICK, Death, dullrazor, craig",BLUE,1546,15,1561
468578577537826831,rufi0,6,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Blue,"Moreno, Carbon, KuKu Bird","SLICK, Death, dullrazor, craig",BLUE,1968,15,1983
705975829410217996,KuKu Bird,7,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Blue,"Moreno, Carbon, rufi0","SLICK, Death, dullrazor, craig",BLUE,1265,15,1280
562854514860752897,SLICK,6,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Red,"Death, dullrazor, craig","Moreno, Carbon, rufi0, KuKu Bird",BLUE,1864,-15,1849
241378469454413834,Death,6,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Red,"SLICK, dullrazor, craig","Moreno, Carbon, rufi0, KuKu Bird",BLUE,2154,-15,2139
737481545216163891,dullrazor,5,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Red,"SLICK, Death, craig","Moreno, Carbon, rufi0, KuKu Bird",BLUE,539,-15,524
323555053363265536,craig,1,2025-09-27T05:13:17.000Z,9P3XUN,blutopia_tfp,TFC East US Server,Red,"SLICK, Death, dullrazor","Moreno, Carbon, rufi0, KuKu Bird",BLUE,2100,-15,2085
562854514860752897,SLICK,7,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Blue,"Moreno, NOOKIE, rufi0","Death, killu, Carbon, Nomad",RED,1849,-16,1833
1291623909950754817,Moreno,8,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Blue,"SLICK, NOOKIE, rufi0","Death, killu, Carbon, Nomad",RED,1951,-16,1935
346077781819654144,NOOKIE,1,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Blue,"SLICK, Moreno, rufi0","Death, killu, Carbon, Nomad",RED,800,-16,784
468578577537826831,rufi0,7,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Blue,"SLICK, Moreno, NOOKIE","Death, killu, Carbon, Nomad",RED,1983,-16,1967
241378469454413834,Death,7,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Red,"killu, Carbon, Nomad","SLICK, Moreno, NOOKIE, rufi0",RED,2139,16,2155
742572718095859793,killu,2,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Red,"Death, Carbon, Nomad","SLICK, Moreno, NOOKIE, rufi0",RED,1315,16,1331
126107614240178176,Carbon,7,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Red,"Death, killu, Nomad","SLICK, Moreno, NOOKIE, rufi0",RED,1561,16,1577
356923411567738881,Nomad,1,2025-09-27T06:08:02.000Z,GBGQCC,raiden9,TFC East US Server,Red,"Death, killu, Carbon","SLICK, Moreno, NOOKIE, rufi0",RED,1600,16,1616
356923411567738881,Nomad,2,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Blue,"killu, Death, rufi0","Moreno, KuKu Bird, dougtck, muerto",RED,1616,-16,1600
742572718095859793,killu,3,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Blue,"Nomad, Death, rufi0","Moreno, KuKu Bird, dougtck, muerto",RED,1331,-16,1315
241378469454413834,Death,8,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Blue,"Nomad, killu, rufi0","Moreno, KuKu Bird, dougtck, muerto",RED,2155,-16,2139
468578577537826831,rufi0,8,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Blue,"Nomad, killu, Death","Moreno, KuKu Bird, dougtck, muerto",RED,1967,-16,1951
1291623909950754817,Moreno,9,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Red,"KuKu Bird, dougtck, muerto","Nomad, killu, Death, rufi0",RED,1935,16,1951
705975829410217996,KuKu Bird,8,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Red,"Moreno, dougtck, muerto","Nomad, killu, Death, rufi0",RED,1280,16,1296
303845825476558859,dougtck,1,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Red,"Moreno, KuKu Bird, muerto","Nomad, killu, Death, rufi0",RED,2400,16,2416
121070392247975936,muerto,1,2025-09-27T06:54:19.000Z,SHFLFQ,siege,TFC East US Server,Red,"Moreno, KuKu Bird, dougtck","Nomad, killu, Death, rufi0",RED,1441,16,1457
303845825476558859,dougtck,2,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Blue,"rufi0, muerto, KuKu Bird","Death, killu, Moreno, Nomad",TIE,2416,-1,2415
468578577537826831,rufi0,9,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Blue,"dougtck, muerto, KuKu Bird","Death, killu, Moreno, Nomad",TIE,1951,-1,1950
121070392247975936,muerto,2,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Blue,"dougtck, rufi0, KuKu Bird","Death, killu, Moreno, Nomad",TIE,1457,-1,1456
705975829410217996,KuKu Bird,9,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Blue,"dougtck, rufi0, muerto","Death, killu, Moreno, Nomad",TIE,1296,-1,1295
241378469454413834,Death,9,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Red,"killu, Moreno, Nomad","dougtck, rufi0, muerto, KuKu Bird",TIE,2139,1,2140
742572718095859793,killu,4,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Red,"Death, Moreno, Nomad","dougtck, rufi0, muerto, KuKu Bird",TIE,1315,1,1316
1291623909950754817,Moreno,10,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Red,"Death, killu, Nomad","dougtck, rufi0, muerto, KuKu Bird",TIE,1951,1,1952
356923411567738881,Nomad,3,2025-09-27T07:52:09.000Z,SSH3X5,siden_lg,TFC East US Server,Red,"Death, killu, Moreno","dougtck, rufi0, muerto, KuKu Bird",TIE,1600,1,1601
1291623909950754817,Moreno,11,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Blue,"Death, the Paper, Carbon","Buck, asie slater, MightyMouse, Ivan",BLUE,1952,17,1969
241378469454413834,Death,10,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Blue,"Moreno, the Paper, Carbon","Buck, asie slater, MightyMouse, Ivan",BLUE,2140,17,2157
193225438355652608,the Paper,6,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Blue,"Moreno, Death, Carbon","Buck, asie slater, MightyMouse, Ivan",BLUE,1190,17,1207
126107614240178176,Carbon,8,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Blue,"Moreno, Death, the Paper","Buck, asie slater, MightyMouse, Ivan",BLUE,1577,17,1594
589649579860033575,Buck,1,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Red,"asie slater, MightyMouse, Ivan","Moreno, Death, the Paper, Carbon",BLUE,1441,-17,1424
696155341951598649,asie slater,1,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Red,"Buck, MightyMouse, Ivan","Moreno, Death, the Paper, Carbon",BLUE,900,-17,883
308791843057958912,MightyMouse,1,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Red,"Buck, asie slater, Ivan","Moreno, Death, the Paper, Carbon",BLUE,3600,-17,3583
709312701913890867,Ivan,1,2025-09-28T00:45:30.000Z,W6Y2DC,voltage_lg,TFC East US Server,Red,"Buck, asie slater, MightyMouse","Moreno, Death, the Paper, Carbon",BLUE,1000,-17,983
544041066966548510,cigs,2,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Blue,"Death, craig, the Paper","dullrazor, Moreno, Carbon, KOOL-AiD",RED,1457,-16,1441
241378469454413834,Death,11,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Blue,"cigs, craig, the Paper","dullrazor, Moreno, Carbon, KOOL-AiD",RED,2157,-16,2141
323555053363265536,craig,2,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Blue,"cigs, Death, the Paper","dullrazor, Moreno, Carbon, KOOL-AiD",RED,2085,-16,2069
193225438355652608,the Paper,7,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Blue,"cigs, Death, craig","dullrazor, Moreno, Carbon, KOOL-AiD",RED,1207,-16,1191
737481545216163891,dullrazor,6,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Red,"Moreno, Carbon, KOOL-AiD","cigs, Death, craig, the Paper",RED,524,16,540
1291623909950754817,Moreno,12,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Red,"dullrazor, Carbon, KOOL-AiD","cigs, Death, craig, the Paper",RED,1969,16,1985
126107614240178176,Carbon,9,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Red,"dullrazor, Moreno, KOOL-AiD","cigs, Death, craig, the Paper",RED,1594,16,1610
339782214562873344,KOOL-AiD,1,2025-09-28T01:43:14.000Z,3SKWLE,cranked,TFC East US Server,Red,"dullrazor, Moreno, Carbon","cigs, Death, craig, the Paper",RED,2800,16,2816
562854514860752897,SLICK,8,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Blue,"dullrazor, Death, spek","craig, cigs, Ivan, Carbon",BLUE,1833,16,1849
737481545216163891,dullrazor,7,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Blue,"SLICK, Death, spek","craig, cigs, Ivan, Carbon",BLUE,540,16,556
241378469454413834,Death,12,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Blue,"SLICK, dullrazor, spek","craig, cigs, Ivan, Carbon",BLUE,2141,16,2157
183763294996135936,spek,1,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Blue,"SLICK, dullrazor, Death","craig, cigs, Ivan, Carbon",BLUE,1600,16,1616
323555053363265536,craig,3,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Red,"cigs, Ivan, Carbon","SLICK, dullrazor, Death, spek",BLUE,2069,-16,2053
544041066966548510,cigs,3,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Red,"craig, Ivan, Carbon","SLICK, dullrazor, Death, spek",BLUE,1441,-16,1425
709312701913890867,Ivan,2,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Red,"craig, cigs, Carbon","SLICK, dullrazor, Death, spek",BLUE,983,-16,967
126107614240178176,Carbon,10,2025-09-28T02:31:00.000Z,GLXRFK,siege,TFC East US Server,Red,"craig, cigs, Ivan","SLICK, dullrazor, Death, spek",BLUE,1610,-16,1594
1291623909950754817,Moreno,13,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Blue,"Death, cigs, the Paper","SLICK, craig, spek, KuKu Bird",RED,1985,-15,1970
241378469454413834,Death,13,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Blue,"Moreno, cigs, the Paper","SLICK, craig, spek, KuKu Bird",RED,2157,-15,2142
544041066966548510,cigs,4,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Blue,"Moreno, Death, the Paper","SLICK, craig, spek, KuKu Bird",RED,1425,-15,1410
193225438355652608,the Paper,8,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Blue,"Moreno, Death, cigs","SLICK, craig, spek, KuKu Bird",RED,1191,-15,1176
562854514860752897,SLICK,9,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Red,"craig, spek, KuKu Bird","Moreno, Death, cigs, the Paper",RED,1849,15,1864
323555053363265536,craig,4,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Red,"SLICK, spek, KuKu Bird","Moreno, Death, cigs, the Paper",RED,2053,15,2068
183763294996135936,spek,2,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Red,"SLICK, craig, KuKu Bird","Moreno, Death, cigs, the Paper",RED,1616,15,1631
705975829410217996,KuKu Bird,10,2025-09-28T03:18:10.000Z,7L2L2Y,raiden9,TFC East US Server,Red,"SLICK, craig, spek","Moreno, Death, cigs, the Paper",RED,1295,15,1310
404362334988140554,omeN,6,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Blue,"dullrazor, Moreno, SLICK","design/echoplant, dougtck, cigs, the Paper",BLUE,1472,16,1488
737481545216163891,dullrazor,8,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Blue,"omeN, Moreno, SLICK","design/echoplant, dougtck, cigs, the Paper",BLUE,556,16,572
1291623909950754817,Moreno,14,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Blue,"omeN, dullrazor, SLICK","design/echoplant, dougtck, cigs, the Paper",BLUE,1970,16,1986
562854514860752897,SLICK,10,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Blue,"omeN, dullrazor, Moreno","design/echoplant, dougtck, cigs, the Paper",BLUE,1864,16,1880
272869050764492801,design/echoplant,1,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Red,"dougtck, cigs, the Paper","omeN, dullrazor, Moreno, SLICK",BLUE,900,-16,884
303845825476558859,dougtck,3,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Red,"design/echoplant, cigs, the Paper","omeN, dullrazor, Moreno, SLICK",BLUE,2415,-16,2399
544041066966548510,cigs,5,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Red,"design/echoplant, dougtck, the Paper","omeN, dullrazor, Moreno, SLICK",BLUE,1410,-16,1394
193225438355652608,the Paper,9,2025-09-28T03:57:47.000Z,8MW3PN,stormz2_lg,TFC East US Server,Red,"design/echoplant, dougtck, cigs","omeN, dullrazor, Moreno, SLICK",BLUE,1176,-16,1160
126107614240178176,Carbon,11,2025-09-28T04:36:16.000Z,DF7W7R,schtop,TFC East US Server,Blue,"NOOKIE, spek, dougtck","Yosh, Death, omeN, cigs",BLUE,1594,17,1611
346077781819654144,NOOKIE,2,2025-09-28T04:36:16.000Z,DF7W7R,schtop,TFC East US Server,Blue,"Carbon, spek, dougtck","Yosh, Death, omeN, cigs",BLUE,784,17,801
183763294996135936,spek,3,2025-09-28T04:36:16.000Z,DF7W7R,schtop,TFC East US Server,Blue,"Carbon, NOOKIE, dougtck","Yosh, Death, omeN, cigs",BLUE,1631,17,1648
303845825476558859,dougtck,4,2025-09-28T04:36:16.000Z,DF7W7R,schtop,TFC East US Server,Blue,"Carbon, NOOKIE, spek","Yosh, Death, omeN, cigs",BLUE,2399,17,2416
314601291403886599,Yosh,1,2025-09-28T04:36:16.000Z,DF7W7R,schtop,TFC East US Server,Red,"Death, omeN, cigs","Carbon, NOOKIE, spek, dougtck",BLUE,1441,-17,1424
241378469454413834,Death,14,2025-09-28T04:36:16.000Z,DF7W7R,schtop,TFC East US Server,Red,"Yosh, omeN, cigs","Carbon, NOOKIE, spek, dougtck",BLUE,2142,-17,2125
